"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"1403","Men","All Races","All Origins","55 to 64 years",2019,3,10853000,1153
"1404","Men","All Races","All Origins","55 to 64 years",2019,4,10996000,1188
"1405","Men","All Races","All Origins","55 to 64 years",2020,1,10812000,1223
"1406","Men","All Races","All Origins","55 to 64 years",2020,2,9966000,1220
"1407","Men","All Races","All Origins","55 to 64 years",2020,3,10153000,1252
"1408","Men","All Races","All Origins","55 to 64 years",2020,4,10403000,1222
"1409","Women","All Races","All Origins","55 to 64 years",2010,1,6952000,733
"1410","Women","All Races","All Origins","55 to 64 years",2010,2,7155000,730
"1411","Women","All Races","All Origins","55 to 64 years",2010,3,7232000,739
"1412","Women","All Races","All Origins","55 to 64 years",2010,4,7220000,742
"1413","Women","All Races","All Origins","55 to 64 years",2011,1,7179000,752
"1414","Women","All Races","All Origins","55 to 64 years",2011,2,7246000,753
"1415","Women","All Races","All Origins","55 to 64 years",2011,3,7291000,748
"1416","Women","All Races","All Origins","55 to 64 years",2011,4,7460000,742
"1417","Women","All Races","All Origins","55 to 64 years",2012,1,7630000,779
"1418","Women","All Races","All Origins","55 to 64 years",2012,2,7669000,760
"1419","Women","All Races","All Origins","55 to 64 years",2012,3,7533000,766
"1420","Women","All Races","All Origins","55 to 64 years",2012,4,7889000,759
"1421","Women","All Races","All Origins","55 to 64 years",2013,1,8003000,771
"1422","Women","All Races","All Origins","55 to 64 years",2013,2,8013000,789
"1423","Women","All Races","All Origins","55 to 64 years",2013,3,7822000,769
"1424","Women","All Races","All Origins","55 to 64 years",2013,4,8028000,789
"1425","Women","All Races","All Origins","55 to 64 years",2014,1,7993000,776
"1426","Women","All Races","All Origins","55 to 64 years",2014,2,8122000,770
"1427","Women","All Races","All Origins","55 to 64 years",2014,3,7981000,787
"1428","Women","All Races","All Origins","55 to 64 years",2014,4,8153000,790
"1429","Women","All Races","All Origins","55 to 64 years",2015,1,8205000,777
"1430","Women","All Races","All Origins","55 to 64 years",2015,2,8274000,794
"1431","Women","All Races","All Origins","55 to 64 years",2015,3,8179000,789
"1432","Women","All Races","All Origins","55 to 64 years",2015,4,8521000,775
"1433","Women","All Races","All Origins","55 to 64 years",2016,1,8488000,839
"1434","Women","All Races","All Origins","55 to 64 years",2016,2,8655000,795
"1435","Women","All Races","All Origins","55 to 64 years",2016,3,8421000,806
"1436","Women","All Races","All Origins","55 to 64 years",2016,4,8454000,816
"1437","Women","All Races","All Origins","55 to 64 years",2017,1,8659000,836
"1438","Women","All Races","All Origins","55 to 64 years",2017,2,8806000,869
"1439","Women","All Races","All Origins","55 to 64 years",2017,3,8688000,873
"1440","Women","All Races","All Origins","55 to 64 years",2017,4,8870000,835
"1441","Women","All Races","All Origins","55 to 64 years",2018,1,8796000,827
"1442","Women","All Races","All Origins","55 to 64 years",2018,2,8826000,856
"1443","Women","All Races","All Origins","55 to 64 years",2018,3,9017000,838
"1444","Women","All Races","All Origins","55 to 64 years",2018,4,9111000,895
"1445","Women","All Races","All Origins","55 to 64 years",2019,1,9203000,886
"1446","Women","All Races","All Origins","55 to 64 years",2019,2,9079000,869
"1447","Women","All Races","All Origins","55 to 64 years",2019,3,9145000,855
"1448","Women","All Races","All Origins","55 to 64 years",2019,4,9323000,922
"1449","Women","All Races","All Origins","55 to 64 years",2020,1,9073000,921
"1450","Women","All Races","All Origins","55 to 64 years",2020,2,8203000,973
"1451","Women","All Races","All Origins","55 to 64 years",2020,3,8666000,959
"1452","Women","All Races","All Origins","55 to 64 years",2020,4,8791000,966
"1453","Both Sexes","All Races","All Origins","65 years and over",2010,1,2541000,662
"1454","Both Sexes","All Races","All Origins","65 years and over",2010,2,2758000,681
"1455","Both Sexes","All Races","All Origins","65 years and over",2010,3,2761000,704
"1456","Both Sexes","All Races","All Origins","65 years and over",2010,4,2778000,685
"1457","Both Sexes","All Races","All Origins","65 years and over",2011,1,2739000,754
"1458","Both Sexes","All Races","All Origins","65 years and over",2011,2,2791000,709
"1459","Both Sexes","All Races","All Origins","65 years and over",2011,3,2921000,758
"1460","Both Sexes","All Races","All Origins","65 years and over",2011,4,3071000,749
"1461","Both Sexes","All Races","All Origins","65 years and over",2012,1,3113000,768
"1462","Both Sexes","All Races","All Origins","65 years and over",2012,2,3065000,712
"1463","Both Sexes","All Races","All Origins","65 years and over",2012,3,3252000,761
"1464","Both Sexes","All Races","All Origins","65 years and over",2012,4,3314000,770
"1465","Both Sexes","All Races","All Origins","65 years and over",2013,1,3324000,745
"1466","Both Sexes","All Races","All Origins","65 years and over",2013,2,3429000,825
"1467","Both Sexes","All Races","All Origins","65 years and over",2013,3,3514000,804
"1468","Both Sexes","All Races","All Origins","65 years and over",2013,4,3591000,842
"1469","Both Sexes","All Races","All Origins","65 years and over",2014,1,3603000,809
"1470","Both Sexes","All Races","All Origins","65 years and over",2014,2,3740000,807
"1471","Both Sexes","All Races","All Origins","65 years and over",2014,3,3581000,823
"1472","Both Sexes","All Races","All Origins","65 years and over",2014,4,3738000,869
"1473","Both Sexes","All Races","All Origins","65 years and over",2015,1,3959000,838
"1474","Both Sexes","All Races","All Origins","65 years and over",2015,2,4080000,883
"1475","Both Sexes","All Races","All Origins","65 years and over",2015,3,4077000,889
"1476","Both Sexes","All Races","All Origins","65 years and over",2015,4,4196000,870
"1477","Both Sexes","All Races","All Origins","65 years and over",2016,1,4112000,836
"1478","Both Sexes","All Races","All Origins","65 years and over",2016,2,4026000,898
"1479","Both Sexes","All Races","All Origins","65 years and over",2016,3,4258000,834
"1480","Both Sexes","All Races","All Origins","65 years and over",2016,4,4114000,888
"1481","Both Sexes","All Races","All Origins","65 years and over",2017,1,4233000,900
"1482","Both Sexes","All Races","All Origins","65 years and over",2017,2,4211000,904
"1483","Both Sexes","All Races","All Origins","65 years and over",2017,3,4488000,941
"1484","Both Sexes","All Races","All Origins","65 years and over",2017,4,4375000,893
"1485","Both Sexes","All Races","All Origins","65 years and over",2018,1,4410000,911
"1486","Both Sexes","All Races","All Origins","65 years and over",2018,2,4692000,996
"1487","Both Sexes","All Races","All Origins","65 years and over",2018,3,4843000,924
"1488","Both Sexes","All Races","All Origins","65 years and over",2018,4,4704000,914
"1489","Both Sexes","All Races","All Origins","65 years and over",2019,1,4755000,877
"1490","Both Sexes","All Races","All Origins","65 years and over",2019,2,5022000,949
"1491","Both Sexes","All Races","All Origins","65 years and over",2019,3,5144000,966
"1492","Both Sexes","All Races","All Origins","65 years and over",2019,4,5096000,942
"1493","Both Sexes","All Races","All Origins","65 years and over",2020,1,5076000,938
"1494","Both Sexes","All Races","All Origins","65 years and over",2020,2,4457000,1018
"1495","Both Sexes","All Races","All Origins","65 years and over",2020,3,4970000,1006
"1496","Both Sexes","All Races","All Origins","65 years and over",2020,4,5055000,1041
"1497","Men","All Races","All Origins","65 years and over",2010,1,1370000,820
"1498","Men","All Races","All Origins","65 years and over",2010,2,1578000,796
"1499","Men","All Races","All Origins","65 years and over",2010,3,1529000,792
"1500","Men","All Races","All Origins","65 years and over",2010,4,1588000,768
"1501","Men","All Races","All Origins","65 years and over",2011,1,1432000,898
"1502","Men","All Races","All Origins","65 years and over",2011,2,1591000,725
"1503","Men","All Races","All Origins","65 years and over",2011,3,1719000,839
"1504","Men","All Races","All Origins","65 years and over",2011,4,1715000,894
"1505","Men","All Races","All Origins","65 years and over",2012,1,1784000,925
"1506","Men","All Races","All Origins","65 years and over",2012,2,1699000,780
"1507","Men","All Races","All Origins","65 years and over",2012,3,1830000,824
"1508","Men","All Races","All Origins","65 years and over",2012,4,1890000,909
"1509","Men","All Races","All Origins","65 years and over",2013,1,1924000,889
"1510","Men","All Races","All Origins","65 years and over",2013,2,1930000,987
"1511","Men","All Races","All Origins","65 years and over",2013,3,1960000,907
"1512","Men","All Races","All Origins","65 years and over",2013,4,2051000,965
"1513","Men","All Races","All Origins","65 years and over",2014,1,1966000,938
"1514","Men","All Races","All Origins","65 years and over",2014,2,2028000,913
"1515","Men","All Races","All Origins","65 years and over",2014,3,2017000,948
"1516","Men","All Races","All Origins","65 years and over",2014,4,2052000,974
"1517","Men","All Races","All Origins","65 years and over",2015,1,2152000,989
"1518","Men","All Races","All Origins","65 years and over",2015,2,2297000,1003
"1519","Men","All Races","All Origins","65 years and over",2015,3,2273000,1028
"1520","Men","All Races","All Origins","65 years and over",2015,4,2336000,991
"1521","Men","All Races","All Origins","65 years and over",2016,1,2250000,992
"1522","Men","All Races","All Origins","65 years and over",2016,2,2311000,1032
"1523","Men","All Races","All Origins","65 years and over",2016,3,2448000,966
"1524","Men","All Races","All Origins","65 years and over",2016,4,2303000,979
"1525","Men","All Races","All Origins","65 years and over",2017,1,2330000,979
"1526","Men","All Races","All Origins","65 years and over",2017,2,2397000,1005
"1527","Men","All Races","All Origins","65 years and over",2017,3,2588000,1087
"1528","Men","All Races","All Origins","65 years and over",2017,4,2464000,1022
"1529","Men","All Races","All Origins","65 years and over",2018,1,2464000,1027
"1530","Men","All Races","All Origins","65 years and over",2018,2,2616000,1074
"1531","Men","All Races","All Origins","65 years and over",2018,3,2750000,1056
"1532","Men","All Races","All Origins","65 years and over",2018,4,2634000,1037
"1533","Men","All Races","All Origins","65 years and over",2019,1,2627000,1033
"1534","Men","All Races","All Origins","65 years and over",2019,2,2927000,1039
"1535","Men","All Races","All Origins","65 years and over",2019,3,2993000,1079
"1536","Men","All Races","All Origins","65 years and over",2019,4,2837000,1099
"1537","Men","All Races","All Origins","65 years and over",2020,1,2859000,1093
"1538","Men","All Races","All Origins","65 years and over",2020,2,2593000,1034
"1539","Men","All Races","All Origins","65 years and over",2020,3,2764000,1163
"1540","Men","All Races","All Origins","65 years and over",2020,4,2942000,1120
"1541","Women","All Races","All Origins","65 years and over",2010,1,1171000,566
"1542","Women","All Races","All Origins","65 years and over",2010,2,1180000,599
"1543","Women","All Races","All Origins","65 years and over",2010,3,1232000,636
"1544","Women","All Races","All Origins","65 years and over",2010,4,1190000,598
"1545","Women","All Races","All Origins","65 years and over",2011,1,1307000,665
"1546","Women","All Races","All Origins","65 years and over",2011,2,1200000,692
"1547","Women","All Races","All Origins","65 years and over",2011,3,1201000,643
"1548","Women","All Races","All Origins","65 years and over",2011,4,1356000,659
"1549","Women","All Races","All Origins","65 years and over",2012,1,1329000,656
"1550","Women","All Races","All Origins","65 years and over",2012,2,1366000,661
"1551","Women","All Races","All Origins","65 years and over",2012,3,1423000,673
"1552","Women","All Races","All Origins","65 years and over",2012,4,1424000,668
"1553","Women","All Races","All Origins","65 years and over",2013,1,1400000,645
"1554","Women","All Races","All Origins","65 years and over",2013,2,1499000,682
"1555","Women","All Races","All Origins","65 years and over",2013,3,1554000,736
"1556","Women","All Races","All Origins","65 years and over",2013,4,1540000,698
"1557","Women","All Races","All Origins","65 years and over",2014,1,1638000,714
"1558","Women","All Races","All Origins","65 years and over",2014,2,1712000,758
"1559","Women","All Races","All Origins","65 years and over",2014,3,1564000,689
"1560","Women","All Races","All Origins","65 years and over",2014,4,1686000,753
"1561","Women","All Races","All Origins","65 years and over",2015,1,1807000,741
"1562","Women","All Races","All Origins","65 years and over",2015,2,1783000,743
"1563","Women","All Races","All Origins","65 years and over",2015,3,1804000,750
"1564","Women","All Races","All Origins","65 years and over",2015,4,1859000,710
"1565","Women","All Races","All Origins","65 years and over",2016,1,1862000,749
"1566","Women","All Races","All Origins","65 years and over",2016,2,1715000,736
"1567","Women","All Races","All Origins","65 years and over",2016,3,1811000,721
"1568","Women","All Races","All Origins","65 years and over",2016,4,1811000,791
"1569","Women","All Races","All Origins","65 years and over",2017,1,1903000,800
"1570","Women","All Races","All Origins","65 years and over",2017,2,1813000,800
"1571","Women","All Races","All Origins","65 years and over",2017,3,1901000,762
"1572","Women","All Races","All Origins","65 years and over",2017,4,1911000,760
"1573","Women","All Races","All Origins","65 years and over",2018,1,1947000,773
"1574","Women","All Races","All Origins","65 years and over",2018,2,2076000,925
"1575","Women","All Races","All Origins","65 years and over",2018,3,2093000,760
"1576","Women","All Races","All Origins","65 years and over",2018,4,2069000,757
"1577","Women","All Races","All Origins","65 years and over",2019,1,2129000,757
