"","industry","major_occupation","minor_occupation","race_gender","industry_total","employ_n","year"
"6074","Leisure and hospitality","Management, professional, and related occupations","Professional and related occupations","Women",7189000,414000,2016
"6075","Leisure and hospitality","Service occupations","Protective service occupations","Women",7189000,64000,2016
"6076","Leisure and hospitality","Service occupations","Service occupations, except protective","Women",7189000,4418000,2016
"6077","Leisure and hospitality","Sales and office occupations","Sales and related occupations","Women",7189000,781000,2016
"6078","Leisure and hospitality","Sales and office occupations","Office and administrative support occupations","Women",7189000,477000,2016
"6079","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",7189000,1000,2016
"6080","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",7189000,3000,2016
"6081","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",7189000,6000,2016
"6082","Leisure and hospitality","Production, transportation, and material moving occupations","Production occupations","Women",7189000,69000,2016
"6083","Leisure and hospitality","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",7189000,58000,2016
"6084","Other services","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",3820000,426000,2016
"6085","Other services","Management, professional, and related occupations","Professional and related occupations","Women",3820000,401000,2016
"6086","Other services","Service occupations","Protective service occupations","Women",3820000,7000,2016
"6087","Other services","Service occupations","Service occupations, except protective","Women",3820000,2170000,2016
"6088","Other services","Sales and office occupations","Sales and related occupations","Women",3820000,98000,2016
"6089","Other services","Sales and office occupations","Office and administrative support occupations","Women",3820000,524000,2016
"6090","Other services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",3820000,0,2016
"6091","Other services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",3820000,2000,2016
"6092","Other services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",3820000,26000,2016
"6093","Other services","Production, transportation, and material moving occupations","Production occupations","Women",3820000,137000,2016
"6094","Other services","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",3820000,30000,2016
"6095","Other services, except private households","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",3157000,422000,2016
"6096","Other services, except private households","Management, professional, and related occupations","Professional and related occupations","Women",3157000,397000,2016
"6097","Other services, except private households","Service occupations","Protective service occupations","Women",3157000,7000,2016
"6098","Other services, except private households","Service occupations","Service occupations, except protective","Women",3157000,1518000,2016
"6099","Other services, except private households","Sales and office occupations","Sales and related occupations","Women",3157000,98000,2016
"6100","Other services, except private households","Sales and office occupations","Office and administrative support occupations","Women",3157000,522000,2016
"6101","Other services, except private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",3157000,0,2016
"6102","Other services, except private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",3157000,2000,2016
"6103","Other services, except private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",3157000,26000,2016
"6104","Other services, except private households","Production, transportation, and material moving occupations","Production occupations","Women",3157000,136000,2016
"6105","Other services, except private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",3157000,29000,2016
"6106","Private households","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",664000,4000,2016
"6107","Private households","Management, professional, and related occupations","Professional and related occupations","Women",664000,4000,2016
"6108","Private households","Service occupations","Protective service occupations","Women",664000,0,2016
"6109","Private households","Service occupations","Service occupations, except protective","Women",664000,652000,2016
"6110","Private households","Sales and office occupations","Sales and related occupations","Women",664000,0,2016
"6111","Private households","Sales and office occupations","Office and administrative support occupations","Women",664000,2000,2016
"6112","Private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",664000,0,2016
"6113","Private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",664000,0,2016
"6114","Private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",664000,0,2016
"6115","Private households","Production, transportation, and material moving occupations","Production occupations","Women",664000,1000,2016
"6116","Private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",664000,1000,2016
"6117","Public administration","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",3095000,689000,2016
"6118","Public administration","Management, professional, and related occupations","Professional and related occupations","Women",3095000,905000,2016
"6119","Public administration","Service occupations","Protective service occupations","Women",3095000,355000,2016
"6120","Public administration","Service occupations","Service occupations, except protective","Women",3095000,195000,2016
"6121","Public administration","Sales and office occupations","Sales and related occupations","Women",3095000,19000,2016
"6122","Public administration","Sales and office occupations","Office and administrative support occupations","Women",3095000,898000,2016
"6123","Public administration","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",3095000,6000,2016
"6124","Public administration","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",3095000,3000,2016
"6125","Public administration","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",3095000,3000,2016
"6126","Public administration","Production, transportation, and material moving occupations","Production occupations","Women",3095000,13000,2016
"6127","Public administration","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",3095000,10000,2016
"6128",NA,"Management, professional, and related occupations","Management, business, and financial operations occupations","Women",NA,NA,2016
"6129",NA,"Management, professional, and related occupations","Professional and related occupations","Women",NA,NA,2016
"6130",NA,"Service occupations","Protective service occupations","Women",NA,NA,2016
"6131",NA,"Service occupations","Service occupations, except protective","Women",NA,NA,2016
"6132",NA,"Sales and office occupations","Sales and related occupations","Women",NA,NA,2016
"6133",NA,"Sales and office occupations","Office and administrative support occupations","Women",NA,NA,2016
"6134",NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",NA,NA,2016
"6135",NA,"Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",NA,NA,2016
"6136",NA,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",NA,NA,2016
"6137",NA,"Production, transportation, and material moving occupations","Production occupations","Women",NA,NA,2016
"6138",NA,"Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",NA,NA,2016
"6139","White","Management, professional, and related occupations","Management, business, and financial operations occupations","Women",NA,NA,2016
"6140","White","Management, professional, and related occupations","Professional and related occupations","Women",NA,NA,2016
"6141","White","Service occupations","Protective service occupations","Women",NA,NA,2016
"6142","White","Service occupations","Service occupations, except protective","Women",NA,NA,2016
"6143","White","Sales and office occupations","Sales and related occupations","Women",NA,NA,2016
"6144","White","Sales and office occupations","Office and administrative support occupations","Women",NA,NA,2016
"6145","White","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","Women",NA,NA,2016
"6146","White","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","Women",NA,NA,2016
"6147","White","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","Women",NA,NA,2016
"6148","White","Production, transportation, and material moving occupations","Production occupations","Women",NA,NA,2016
"6149","White","Production, transportation, and material moving occupations","Transportation and material moving occupations","Women",NA,NA,2016
"6150","Agriculture and related","Management, professional, and related occupations","Management, business, and financial operations occupations","White",2309000,1045000,2016
"6151","Agriculture and related","Management, professional, and related occupations","Professional and related occupations","White",2309000,48000,2016
"6152","Agriculture and related","Service occupations","Protective service occupations","White",2309000,12000,2016
"6153","Agriculture and related","Service occupations","Service occupations, except protective","White",2309000,90000,2016
"6154","Agriculture and related","Sales and office occupations","Sales and related occupations","White",2309000,15000,2016
"6155","Agriculture and related","Sales and office occupations","Office and administrative support occupations","White",2309000,82000,2016
"6156","Agriculture and related","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",2309000,872000,2016
"6157","Agriculture and related","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",2309000,10000,2016
"6158","Agriculture and related","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",2309000,37000,2016
"6159","Agriculture and related","Production, transportation, and material moving occupations","Production occupations","White",2309000,30000,2016
"6160","Agriculture and related","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",2309000,68000,2016
"6161","Mining, quarrying, and oil and gas extraction","Management, professional, and related occupations","Management, business, and financial operations occupations","White",694000,136000,2016
"6162","Mining, quarrying, and oil and gas extraction","Management, professional, and related occupations","Professional and related occupations","White",694000,119000,2016
"6163","Mining, quarrying, and oil and gas extraction","Service occupations","Protective service occupations","White",694000,2000,2016
"6164","Mining, quarrying, and oil and gas extraction","Service occupations","Service occupations, except protective","White",694000,7000,2016
"6165","Mining, quarrying, and oil and gas extraction","Sales and office occupations","Sales and related occupations","White",694000,13000,2016
"6166","Mining, quarrying, and oil and gas extraction","Sales and office occupations","Office and administrative support occupations","White",694000,41000,2016
"6167","Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",694000,0,2016
"6168","Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",694000,209000,2016
"6169","Mining, quarrying, and oil and gas extraction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",694000,47000,2016
"6170","Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations","Production occupations","White",694000,49000,2016
"6171","Mining, quarrying, and oil and gas extraction","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",694000,73000,2016
"6172","Construction","Management, professional, and related occupations","Management, business, and financial operations occupations","White",9210000,1642000,2016
"6173","Construction","Management, professional, and related occupations","Professional and related occupations","White",9210000,222000,2016
"6174","Construction","Service occupations","Protective service occupations","White",9210000,8000,2016
"6175","Construction","Service occupations","Service occupations, except protective","White",9210000,46000,2016
"6176","Construction","Sales and office occupations","Sales and related occupations","White",9210000,95000,2016
"6177","Construction","Sales and office occupations","Office and administrative support occupations","White",9210000,438000,2016
"6178","Construction","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",9210000,3000,2016
"6179","Construction","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",9210000,5897000,2016
"6180","Construction","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",9210000,5e+05,2016
"6181","Construction","Production, transportation, and material moving occupations","Production occupations","White",9210000,137000,2016
"6182","Construction","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",9210000,221000,2016
"6183","Manufacturing","Management, professional, and related occupations","Management, business, and financial operations occupations","White",12410000,2322000,2016
"6184","Manufacturing","Management, professional, and related occupations","Professional and related occupations","White",12410000,1703000,2016
"6185","Manufacturing","Service occupations","Protective service occupations","White",12410000,23000,2016
"6186","Manufacturing","Service occupations","Service occupations, except protective","White",12410000,175000,2016
"6187","Manufacturing","Sales and office occupations","Sales and related occupations","White",12410000,559000,2016
"6188","Manufacturing","Sales and office occupations","Office and administrative support occupations","White",12410000,1091000,2016
"6189","Manufacturing","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",12410000,42000,2016
"6190","Manufacturing","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",12410000,267000,2016
"6191","Manufacturing","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",12410000,551000,2016
"6192","Manufacturing","Production, transportation, and material moving occupations","Production occupations","White",12410000,4731000,2016
"6193","Manufacturing","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",12410000,946000,2016
"6194","Durable goods","Management, professional, and related occupations","Management, business, and financial operations occupations","White",7889000,1515000,2016
"6195","Durable goods","Management, professional, and related occupations","Professional and related occupations","White",7889000,1247000,2016
"6196","Durable goods","Service occupations","Protective service occupations","White",7889000,13000,2016
"6197","Durable goods","Service occupations","Service occupations, except protective","White",7889000,68000,2016
"6198","Durable goods","Sales and office occupations","Sales and related occupations","White",7889000,290000,2016
"6199","Durable goods","Sales and office occupations","Office and administrative support occupations","White",7889000,661000,2016
"6200","Durable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",7889000,6000,2016
"6201","Durable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",7889000,210000,2016
"6202","Durable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",7889000,351000,2016
"6203","Durable goods","Production, transportation, and material moving occupations","Production occupations","White",7889000,2999000,2016
"6204","Durable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",7889000,529000,2016
"6205","Nondurable goods","Management, professional, and related occupations","Management, business, and financial operations occupations","White",4521000,806000,2016
"6206","Nondurable goods","Management, professional, and related occupations","Professional and related occupations","White",4521000,456000,2016
"6207","Nondurable goods","Service occupations","Protective service occupations","White",4521000,10000,2016
"6208","Nondurable goods","Service occupations","Service occupations, except protective","White",4521000,107000,2016
"6209","Nondurable goods","Sales and office occupations","Sales and related occupations","White",4521000,269000,2016
"6210","Nondurable goods","Sales and office occupations","Office and administrative support occupations","White",4521000,429000,2016
"6211","Nondurable goods","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",4521000,36000,2016
"6212","Nondurable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",4521000,57000,2016
"6213","Nondurable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",4521000,2e+05,2016
"6214","Nondurable goods","Production, transportation, and material moving occupations","Production occupations","White",4521000,1732000,2016
"6215","Nondurable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",4521000,417000,2016
"6216","Wholesale and retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","White",16051000,1319000,2016
"6217","Wholesale and retail trade","Management, professional, and related occupations","Professional and related occupations","White",16051000,869000,2016
"6218","Wholesale and retail trade","Service occupations","Protective service occupations","White",16051000,52000,2016
"6219","Wholesale and retail trade","Service occupations","Service occupations, except protective","White",16051000,545000,2016
"6220","Wholesale and retail trade","Sales and office occupations","Sales and related occupations","White",16051000,8166000,2016
"6221","Wholesale and retail trade","Sales and office occupations","Office and administrative support occupations","White",16051000,2458000,2016
"6222","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",16051000,35000,2016
"6223","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",16051000,78000,2016
"6224","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",16051000,638000,2016
"6225","Wholesale and retail trade","Production, transportation, and material moving occupations","Production occupations","White",16051000,421000,2016
"6226","Wholesale and retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",16051000,1470000,2016
"6227","Wholesale trade","Management, professional, and related occupations","Management, business, and financial operations occupations","White",3019000,477000,2016
"6228","Wholesale trade","Management, professional, and related occupations","Professional and related occupations","White",3019000,130000,2016
"6229","Wholesale trade","Service occupations","Protective service occupations","White",3019000,3000,2016
"6230","Wholesale trade","Service occupations","Service occupations, except protective","White",3019000,30000,2016
"6231","Wholesale trade","Sales and office occupations","Sales and related occupations","White",3019000,1167000,2016
"6232","Wholesale trade","Sales and office occupations","Office and administrative support occupations","White",3019000,461000,2016
"6233","Wholesale trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",3019000,26000,2016
"6234","Wholesale trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",3019000,19000,2016
"6235","Wholesale trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",3019000,112000,2016
"6236","Wholesale trade","Production, transportation, and material moving occupations","Production occupations","White",3019000,80000,2016
"6237","Wholesale trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",3019000,514000,2016
"6238","Retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","White",13032000,842000,2016
"6239","Retail trade","Management, professional, and related occupations","Professional and related occupations","White",13032000,738000,2016
"6240","Retail trade","Service occupations","Protective service occupations","White",13032000,49000,2016
"6241","Retail trade","Service occupations","Service occupations, except protective","White",13032000,515000,2016
"6242","Retail trade","Sales and office occupations","Sales and related occupations","White",13032000,6999000,2016
"6243","Retail trade","Sales and office occupations","Office and administrative support occupations","White",13032000,1997000,2016
"6244","Retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",13032000,9000,2016
"6245","Retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",13032000,58000,2016
"6246","Retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",13032000,526000,2016
"6247","Retail trade","Production, transportation, and material moving occupations","Production occupations","White",13032000,341000,2016
"6248","Retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",13032000,956000,2016
"6249","Transportation and utilities","Management, professional, and related occupations","Management, business, and financial operations occupations","White",5899000,706000,2016
"6250","Transportation and utilities","Management, professional, and related occupations","Professional and related occupations","White",5899000,287000,2016
"6251","Transportation and utilities","Service occupations","Protective service occupations","White",5899000,22000,2016
"6252","Transportation and utilities","Service occupations","Service occupations, except protective","White",5899000,90000,2016
"6253","Transportation and utilities","Sales and office occupations","Sales and related occupations","White",5899000,73000,2016
"6254","Transportation and utilities","Sales and office occupations","Office and administrative support occupations","White",5899000,1171000,2016
"6255","Transportation and utilities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",5899000,1000,2016
"6256","Transportation and utilities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",5899000,157000,2016
"6257","Transportation and utilities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",5899000,444000,2016
"6258","Transportation and utilities","Production, transportation, and material moving occupations","Production occupations","White",5899000,265000,2016
"6259","Transportation and utilities","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",5899000,2684000,2016
"6260","Information","Management, professional, and related occupations","Management, business, and financial operations occupations","White",2241000,499000,2016
"6261","Information","Management, professional, and related occupations","Professional and related occupations","White",2241000,844000,2016
"6262","Information","Service occupations","Protective service occupations","White",2241000,4000,2016
"6263","Information","Service occupations","Service occupations, except protective","White",2241000,56000,2016
"6264","Information","Sales and office occupations","Sales and related occupations","White",2241000,265000,2016
"6265","Information","Sales and office occupations","Office and administrative support occupations","White",2241000,296000,2016
"6266","Information","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",2241000,0,2016
"6267","Information","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",2241000,8000,2016
"6268","Information","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",2241000,206000,2016
"6269","Information","Production, transportation, and material moving occupations","Production occupations","White",2241000,24000,2016
"6270","Information","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",2241000,38000,2016
"6271","Financial activities","Management, professional, and related occupations","Management, business, and financial operations occupations","White",8316000,3536000,2016
"6272","Financial activities","Management, professional, and related occupations","Professional and related occupations","White",8316000,604000,2016
"6273","Financial activities","Service occupations","Protective service occupations","White",8316000,46000,2016
"6274","Financial activities","Service occupations","Service occupations, except protective","White",8316000,252000,2016
"6275","Financial activities","Sales and office occupations","Sales and related occupations","White",8316000,1874000,2016
"6276","Financial activities","Sales and office occupations","Office and administrative support occupations","White",8316000,1694000,2016
"6277","Financial activities","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",8316000,1000,2016
"6278","Financial activities","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",8316000,41000,2016
"6279","Financial activities","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",8316000,157000,2016
"6280","Financial activities","Production, transportation, and material moving occupations","Production occupations","White",8316000,31000,2016
"6281","Financial activities","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",8316000,80000,2016
"6282","Professional and business services","Management, professional, and related occupations","Management, business, and financial operations occupations","White",14446000,3789000,2016
"6283","Professional and business services","Management, professional, and related occupations","Professional and related occupations","White",14446000,4627000,2016
"6284","Professional and business services","Service occupations","Protective service occupations","White",14446000,337000,2016
"6285","Professional and business services","Service occupations","Service occupations, except protective","White",14446000,2317000,2016
"6286","Professional and business services","Sales and office occupations","Sales and related occupations","White",14446000,495000,2016
"6287","Professional and business services","Sales and office occupations","Office and administrative support occupations","White",14446000,1805000,2016
"6288","Professional and business services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",14446000,16000,2016
"6289","Professional and business services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",14446000,134000,2016
"6290","Professional and business services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",14446000,249000,2016
"6291","Professional and business services","Production, transportation, and material moving occupations","Production occupations","White",14446000,257000,2016
"6292","Professional and business services","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",14446000,418000,2016
"6293","Education and health services","Management, professional, and related occupations","Management, business, and financial operations occupations","White",26122000,2636000,2016
"6294","Education and health services","Management, professional, and related occupations","Professional and related occupations","White",26122000,14917000,2016
"6295","Education and health services","Service occupations","Protective service occupations","White",26122000,133000,2016
"6296","Education and health services","Service occupations","Service occupations, except protective","White",26122000,4858000,2016
"6297","Education and health services","Sales and office occupations","Sales and related occupations","White",26122000,97000,2016
"6298","Education and health services","Sales and office occupations","Office and administrative support occupations","White",26122000,2828000,2016
"6299","Education and health services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",26122000,1000,2016
"6300","Education and health services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",26122000,72000,2016
"6301","Education and health services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",26122000,174000,2016
"6302","Education and health services","Production, transportation, and material moving occupations","Production occupations","White",26122000,127000,2016
"6303","Education and health services","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",26122000,280000,2016
"6304","Leisure and hospitality","Management, professional, and related occupations","Management, business, and financial operations occupations","White",10776000,1463000,2016
"6305","Leisure and hospitality","Management, professional, and related occupations","Professional and related occupations","White",10776000,787000,2016
"6306","Leisure and hospitality","Service occupations","Protective service occupations","White",10776000,148000,2016
"6307","Leisure and hospitality","Service occupations","Service occupations, except protective","White",10776000,6659000,2016
"6308","Leisure and hospitality","Sales and office occupations","Sales and related occupations","White",10776000,701000,2016
"6309","Leisure and hospitality","Sales and office occupations","Office and administrative support occupations","White",10776000,508000,2016
"6310","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",10776000,3000,2016
"6311","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",10776000,28000,2016
"6312","Leisure and hospitality","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",10776000,93000,2016
"6313","Leisure and hospitality","Production, transportation, and material moving occupations","Production occupations","White",10776000,108000,2016
"6314","Leisure and hospitality","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",10776000,277000,2016
"6315","Other services","Management, professional, and related occupations","Management, business, and financial operations occupations","White",5724000,614000,2016
"6316","Other services","Management, professional, and related occupations","Professional and related occupations","White",5724000,765000,2016
"6317","Other services","Service occupations","Protective service occupations","White",5724000,17000,2016
"6318","Other services","Service occupations","Service occupations, except protective","White",5724000,2017000,2016
"6319","Other services","Sales and office occupations","Sales and related occupations","White",5724000,298000,2016
"6320","Other services","Sales and office occupations","Office and administrative support occupations","White",5724000,498000,2016
"6321","Other services","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",5724000,2000,2016
"6322","Other services","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",5724000,13000,2016
"6323","Other services","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",5724000,919000,2016
"6324","Other services","Production, transportation, and material moving occupations","Production occupations","White",5724000,341000,2016
"6325","Other services","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",5724000,241000,2016
"6326","Other services, except private households","Management, professional, and related occupations","Management, business, and financial operations occupations","White",5115000,610000,2016
"6327","Other services, except private households","Management, professional, and related occupations","Professional and related occupations","White",5115000,760000,2016
"6328","Other services, except private households","Service occupations","Protective service occupations","White",5115000,17000,2016
"6329","Other services, except private households","Service occupations","Service occupations, except protective","White",5115000,1429000,2016
"6330","Other services, except private households","Sales and office occupations","Sales and related occupations","White",5115000,298000,2016
"6331","Other services, except private households","Sales and office occupations","Office and administrative support occupations","White",5115000,495000,2016
"6332","Other services, except private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",5115000,2000,2016
"6333","Other services, except private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",5115000,13000,2016
"6334","Other services, except private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",5115000,919000,2016
"6335","Other services, except private households","Production, transportation, and material moving occupations","Production occupations","White",5115000,340000,2016
"6336","Other services, except private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",5115000,233000,2016
"6337","Private households","Management, professional, and related occupations","Management, business, and financial operations occupations","White",609000,4000,2016
"6338","Private households","Management, professional, and related occupations","Professional and related occupations","White",609000,5000,2016
"6339","Private households","Service occupations","Protective service occupations","White",609000,0,2016
"6340","Private households","Service occupations","Service occupations, except protective","White",609000,588000,2016
"6341","Private households","Sales and office occupations","Sales and related occupations","White",609000,0,2016
"6342","Private households","Sales and office occupations","Office and administrative support occupations","White",609000,2000,2016
"6343","Private households","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",609000,0,2016
"6344","Private households","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",609000,1000,2016
"6345","Private households","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",609000,0,2016
"6346","Private households","Production, transportation, and material moving occupations","Production occupations","White",609000,0,2016
"6347","Private households","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",609000,9000,2016
"6348","Public administration","Management, professional, and related occupations","Management, business, and financial operations occupations","White",5115000,956000,2016
"6349","Public administration","Management, professional, and related occupations","Professional and related occupations","White",5115000,1275000,2016
"6350","Public administration","Service occupations","Protective service occupations","White",5115000,1492000,2016
"6351","Public administration","Service occupations","Service occupations, except protective","White",5115000,235000,2016
"6352","Public administration","Sales and office occupations","Sales and related occupations","White",5115000,24000,2016
"6353","Public administration","Sales and office occupations","Office and administrative support occupations","White",5115000,827000,2016
"6354","Public administration","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",5115000,14000,2016
"6355","Public administration","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",5115000,73000,2016
"6356","Public administration","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",5115000,104000,2016
"6357","Public administration","Production, transportation, and material moving occupations","Production occupations","White",5115000,56000,2016
"6358","Public administration","Production, transportation, and material moving occupations","Transportation and material moving occupations","White",5115000,59000,2016
"6359",NA,"Management, professional, and related occupations","Management, business, and financial operations occupations","White",NA,NA,2016
"6360",NA,"Management, professional, and related occupations","Professional and related occupations","White",NA,NA,2016
"6361",NA,"Service occupations","Protective service occupations","White",NA,NA,2016
"6362",NA,"Service occupations","Service occupations, except protective","White",NA,NA,2016
"6363",NA,"Sales and office occupations","Sales and related occupations","White",NA,NA,2016
"6364",NA,"Sales and office occupations","Office and administrative support occupations","White",NA,NA,2016
"6365",NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","White",NA,NA,2016
"6366",NA,"Natural resources, construction, and maintenance occupations","Construction and extraction occupations","White",NA,NA,2016
"6367",NA,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","White",NA,NA,2016
"6368",NA,"Production, transportation, and material moving occupations","Production occupations","White",NA,NA,2016
"6369",NA,"Production, transportation, and material moving occupations","Transportation and material moving occupations","White",NA,NA,2016
"6370","Black or African American","Management, professional, and related occupations","Management, business, and financial operations occupations","White",NA,NA,2016
"6371","Black or African American","Management, professional, and related occupations","Professional and related occupations","White",NA,NA,2016
"6372","Black or African American","Service occupations","Protective service occupations","White",NA,NA,2016
"6373","Black or African American","Service occupations","Service occupations, except protective","White",NA,NA,2016
"6374","Black or African American","Sales and office occupations","Sales and related occupations","White",NA,NA,2016
